Complex1	Apo-GP96 dimer	endoplasmic reticulum lumen	Reactome DB_ID: 1678941	Protein2	
Complex782	Ub-TRAF6 trimer bound to CBM complex	plasma membrane	Reactome DB_ID: 202456	Complex783	
Complex783	MALT1 trimer bound to Bcl10 and CARMA1 trimer	plasma membrane	Reactome DB_ID: 202468	Complex784	
Complex783	MALT1 trimer bound to Bcl10 and CARMA1 trimer	plasma membrane	Reactome DB_ID: 202468	Complex785	
Complex784	MALT1 trimer	cytosol	Reactome DB_ID: 202487	Protein1338	
Complex785	Bcl10 trimer bound to CARMA1 trimer	plasma membrane	Reactome DB_ID: 202475	Complex786	
Complex785	Bcl10 trimer bound to CARMA1 trimer	plasma membrane	Reactome DB_ID: 202475	Protein1341	
Complex786	CARMA1 trimer	plasma membrane	Reactome DB_ID: 202445	Complex787	
Complex786	CARMA1 trimer	plasma membrane	Reactome DB_ID: 202445	Protein1342	
Complex787	PDK1:PIP2,PIP3	plasma membrane	Reactome DB_ID: 202311	SmallMolecule89	
Complex787	PDK1:PIP2,PIP3	plasma membrane	Reactome DB_ID: 202311	Protein1152	
Complex788	IkB(alpha):NF-kB complex	cytosol	Reactome DB_ID: 193938	Complex789	
Complex788	IkB(alpha):NF-kB complex	cytosol	Reactome DB_ID: 193938	Protein96	
Complex789	NF-kB complex	cytosol	Reactome DB_ID: 194043	Protein98	
Complex789	NF-kB complex	cytosol	Reactome DB_ID: 194043	Protein100	
Complex79	phospho-p38 MAPK: MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450213	Protein148	
Complex79	phospho-p38 MAPK: MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450213	Protein151	
Complex790	NF-kB complex	nucleoplasm	Reactome DB_ID: 194047	Protein105	
Complex790	NF-kB complex	nucleoplasm	Reactome DB_ID: 194047	Protein107	
Complex791	p-10Y-NTAL:p-SHC1:GRB2:SOS	plasma membrane	Reactome DB_ID: 2685692	Complex683	
Complex791	p-10Y-NTAL:p-SHC1:GRB2:SOS	plasma membrane	Reactome DB_ID: 2685692	Protein1344	
Complex792	p-10Y-NTAL:p-SHC1:GRB2:SOS:GAB2	plasma membrane	Reactome DB_ID: 2685701	Complex791	
Complex792	p-10Y-NTAL:p-SHC1:GRB2:SOS:GAB2	plasma membrane	Reactome DB_ID: 2685701	Protein1345	
Complex792	p-10Y-NTAL:p-SHC1:GRB2:SOS:GAB2	plasma membrane	Reactome DB_ID: 2685701	SmallMolecule65	
Complex793	p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2	plasma membrane	Reactome DB_ID: 2685687	Complex791	
Complex793	p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2	plasma membrane	Reactome DB_ID: 2685687	Protein1346	
Complex793	p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2	plasma membrane	Reactome DB_ID: 2685687	SmallMolecule65	
Complex794	p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2:PI3K	plasma membrane	Reactome DB_ID: 2685700	Complex552	
Complex794	p-10Y-NTAL:p-SHC1:GRB2:SOS:p-3Y-GAB2:PI3K	plasma membrane	Reactome DB_ID: 2685700	Complex793	
Complex8	intracellular TLR:UNC93B1	Golgi membrane	Reactome DB_ID: 1679067	Protein13	
Complex8	intracellular TLR:UNC93B1	Golgi membrane	Reactome DB_ID: 1679067	PhysicalEntity2	
Complex80	p-p38 MAPK:p-MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450254	Protein151	
Complex80	p-p38 MAPK:p-MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450254	Protein154	
Complex81	phospho-p38 MAPK : phospho MAPKAPK2 or phospho MaPKAPK3	cytosol	Reactome DB_ID: 450241	Protein160	
Complex81	phospho-p38 MAPK : phospho MAPKAPK2 or phospho MaPKAPK3	cytosol	Reactome DB_ID: 450241	Protein157	
Complex82	MEK1:ERK-1	cytosol	Reactome DB_ID: 109838	Protein165	
Complex82	MEK1:ERK-1	cytosol	Reactome DB_ID: 109838	Protein170	
Complex83	phospho-ERK-1:MEK1	cytosol	Reactome DB_ID: 109843	Protein171	
Complex83	phospho-ERK-1:MEK1	cytosol	Reactome DB_ID: 109843	Protein165	
Complex84	phospho-ERK-1 dimer	cytosol	Reactome DB_ID: 109844	Protein171	
Complex85	phospho-ERK-1 dimer	nucleoplasm	Reactome DB_ID: 109845	Protein172	
Complex86	IL6:Tyrosine phosphorylated hexameric IL-6 receptor:Activated JAKs:p-SHP2	plasma membrane	Reactome DB_ID: 1112753	Complex87	
Complex86	IL6:Tyrosine phosphorylated hexameric IL-6 receptor:Activated JAKs:p-SHP2	plasma membrane	Reactome DB_ID: 1112753	Protein173	
Complex87	Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs	plasma membrane	Reactome DB_ID: 1112594	Complex88	
Complex89	IL6:IL6RA:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112585	Complex91	
Complex89	IL6:IL6RA:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112585	Complex90	
Complex9	FL-TLR7 dimer	Golgi membrane	Reactome DB_ID: 1679085	Protein10	
Complex90	Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112563	Protein175	
Complex90	Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112563	Protein174	
Complex91	IL6:IL6RA	plasma membrane	Reactome DB_ID: 1067638	Protein180	
Complex91	IL6:IL6RA	plasma membrane	Reactome DB_ID: 1067638	Protein179	
Complex92	IL6:sIL6R:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112570	Complex93	
Complex92	IL6:sIL6R:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112570	Complex90	
Complex93	IL6:sIL6R	extracellular region	Reactome DB_ID: 1067687	Protein181	
Complex93	IL6:sIL6R	extracellular region	Reactome DB_ID: 1067687	Protein180	
Complex94	MEK2:ERK-2	cytosol	Reactome DB_ID: 109849	Protein183	
Complex94	MEK2:ERK-2	cytosol	Reactome DB_ID: 109849	Protein182	
Complex95	phospho-ERK-2:MEK2	cytosol	Reactome DB_ID: 109854	Protein184	
Complex95	phospho-ERK-2:MEK2	cytosol	Reactome DB_ID: 109854	Protein182	
Complex96	phospho-ERK-2 dimer	cytosol	Reactome DB_ID: 109855	Protein184	
Complex97	phospho-ERK-2 dimer	nucleoplasm	Reactome DB_ID: 109856	Protein185	
Complex99	PP2A-ABdeltaC complex	nucleoplasm	Reactome DB_ID: 165970	Protein210	
Complex99	PP2A-ABdeltaC complex	nucleoplasm	Reactome DB_ID: 165970	Protein213	
Complex99	PP2A-ABdeltaC complex	nucleoplasm	Reactome DB_ID: 165970	Protein214	
