BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction56	PIK3 catalytic subunit binds to EGF:EGFR:GRB2:GAB1:PIK3R1	Protein99	Complex63	
BiochemicalReaction56	PIK3 catalytic subunit binds to EGF:EGFR:GRB2:GAB1:PIK3R1	Complex62	Complex63	
BiochemicalReaction560	CCND1:CREBBP binds NOTCH1 promoter	Dna6	Complex749	
BiochemicalReaction560	CCND1:CREBBP binds NOTCH1 promoter	Complex748	Complex749	
BiochemicalReaction561	E2F1/3:DP1/2 binds NOTCH1 promoter	Complex750	Complex751	
BiochemicalReaction561	E2F1/3:DP1/2 binds NOTCH1 promoter	Dna6	Complex751	
BiochemicalReaction562	NOTCH1 gene transcription	Dna6	Rna5	
BiochemicalReaction563	NOTCH2 gene transcription	Dna7	Rna6	
BiochemicalReaction564	NOTCH3 gene transcription	Dna8	Rna7	
BiochemicalReaction565	NOTCH4 gene transcription	Dna9	Rna8	
BiochemicalReaction566	TP53 binds promoters of MIR34 genes	Dna10	Complex756	
BiochemicalReaction566	TP53 binds promoters of MIR34 genes	Complex755	Complex756	
BiochemicalReaction567	p53 positively regulates transcription of MIR34 microRNAs	Dna10	Complex757	
BiochemicalReaction568	MIR34 microRNAs bind 3'UTR of NOTCH1 mRNA	Rna5	Complex762	
BiochemicalReaction568	MIR34 microRNAs bind 3'UTR of NOTCH1 mRNA	Complex757	Complex762	
BiochemicalReaction569	MIR200B/C microRNAs bind NOTCH1 mRNA	Rna5	Complex768	
BiochemicalReaction569	MIR200B/C microRNAs bind NOTCH1 mRNA	Complex763	Complex768	
BiochemicalReaction57	PIK3 converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)	SmallMolecule4	SmallMolecule3	
BiochemicalReaction57	PIK3 converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction57	PIK3 converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)	SmallMolecule2	SmallMolecule19	
BiochemicalReaction57	PIK3 converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)	SmallMolecule4	SmallMolecule19	
BiochemicalReaction570	MIR449 microRNAs bind 3'UTR of NOTCH1 mRNA	Complex769	Complex774	
BiochemicalReaction570	MIR449 microRNAs bind 3'UTR of NOTCH1 mRNA	Rna5	Complex774	
BiochemicalReaction571	MIR34 microRNAs bind 3'UTR of NOTCH2 mRNA	Complex757	Complex775	
BiochemicalReaction571	MIR34 microRNAs bind 3'UTR of NOTCH2 mRNA	Rna6	Complex775	
BiochemicalReaction572	MIR150 microRNA binds 3'UTR of NOTCH3 mRNA	Rna7	Complex781	
BiochemicalReaction572	MIR150 microRNA binds 3'UTR of NOTCH3 mRNA	Complex776	Complex781	
BiochemicalReaction573	MIR206 microRNA binds 3'UTR of NOTCH3 mRNA	Rna7	Complex787	
BiochemicalReaction573	MIR206 microRNA binds 3'UTR of NOTCH3 mRNA	Complex782	Complex787	
BiochemicalReaction574	MIR181C microRNA binds 3'UTR of NOTCH4 mRNA	Complex788	Complex793	
BiochemicalReaction574	MIR181C microRNA binds 3'UTR of NOTCH4 mRNA	Rna8	Complex793	
BiochemicalReaction575	MIR302A microRNA binds 3'UTR of NOTCH4 mRNA	Rna8	Complex799	
BiochemicalReaction575	MIR302A microRNA binds 3'UTR of NOTCH4 mRNA	Complex794	Complex799	
BiochemicalReaction576	NOTCH1 mRNA translation controlled by miRNAs	Rna5	Protein1214	
BiochemicalReaction577	NOTCH2 mRNA translation controlled by miRNAs	Rna6	Protein1215	
BiochemicalReaction578	NOTCH3 mRNA translation controlled by miRNAs	Rna7	Protein1216	
BiochemicalReaction579	NOTCH4 mRNA translation controlled by miRNAs	Rna8	Protein1217	
BiochemicalReaction58	PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule3	
BiochemicalReaction58	PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction58	PI3K phosphorylates PIP2 to PIP3	SmallMolecule2	SmallMolecule19	
BiochemicalReaction58	PI3K phosphorylates PIP2 to PIP3	SmallMolecule4	SmallMolecule19	
BiochemicalReaction580	Fucosylation of Pre-NOTCH by POFUT1	SmallMolecule49	SmallMolecule50	
BiochemicalReaction580	Fucosylation of Pre-NOTCH by POFUT1	Protein1218	SmallMolecule50	
BiochemicalReaction580	Fucosylation of Pre-NOTCH by POFUT1	Protein1218	Protein1219	
BiochemicalReaction580	Fucosylation of Pre-NOTCH by POFUT1	SmallMolecule49	Protein1219	
BiochemicalReaction581	Glucosylation of Pre-NOTCH by POGLUT1	SmallMolecule51	SmallMolecule52	
BiochemicalReaction581	Glucosylation of Pre-NOTCH by POGLUT1	Protein1219	SmallMolecule52	
BiochemicalReaction581	Glucosylation of Pre-NOTCH by POGLUT1	Protein1219	Protein1225	
BiochemicalReaction581	Glucosylation of Pre-NOTCH by POGLUT1	SmallMolecule51	Protein1225	
BiochemicalReaction582	Transport of NOTCH precursor to Golgi	Protein1225	Protein1231	
BiochemicalReaction583	NOTCH precursor cleaved to form mature NOTCH	Protein1231	Complex800	
BiochemicalReaction584	Glycosylation of Pre-NOTCH by FRINGE	SmallMolecule53	SmallMolecule54	
BiochemicalReaction584	Glycosylation of Pre-NOTCH by FRINGE	Protein1231	SmallMolecule54	
BiochemicalReaction584	Glycosylation of Pre-NOTCH by FRINGE	Protein1231	Protein1250	
BiochemicalReaction584	Glycosylation of Pre-NOTCH by FRINGE	SmallMolecule53	Protein1250	
BiochemicalReaction585	Galactosylation of Pre-NOTCH	SmallMolecule55	SmallMolecule54	
BiochemicalReaction585	Galactosylation of Pre-NOTCH	Protein1250	SmallMolecule54	
BiochemicalReaction585	Galactosylation of Pre-NOTCH	Protein1250	Protein1259	
BiochemicalReaction585	Galactosylation of Pre-NOTCH	SmallMolecule55	Protein1259	
BiochemicalReaction586	Sialylation of Pre-NOTCH	SmallMolecule56	SmallMolecule57	
BiochemicalReaction586	Sialylation of Pre-NOTCH	Protein1259	SmallMolecule57	
BiochemicalReaction586	Sialylation of Pre-NOTCH	Protein1259	Protein1265	
BiochemicalReaction586	Sialylation of Pre-NOTCH	SmallMolecule56	Protein1265	
BiochemicalReaction587	Fringe-modified Pre-NOTCH is cleaved by FURIN	Protein1265	Complex806	
BiochemicalReaction588	Mature NOTCH heterodimer traffics to the plasma membrane	Complex800	Complex811	
BiochemicalReaction589	Transport of fringe-modified NOTCH to plasma membrane	Complex806	Complex816	
BiochemicalReaction59	PIP3 recruits AKT to the membrane	Protein186	Complex137	
BiochemicalReaction59	PIP3 recruits AKT to the membrane	SmallMolecule19	Complex137	
BiochemicalReaction590	NOTCH1 binds DLL1	Complex821	Complex822	
BiochemicalReaction590	NOTCH1 binds DLL1	Protein1291	Complex822	
BiochemicalReaction591	NOTCH1 binds DLL4	Complex821	Complex823	
BiochemicalReaction591	NOTCH1 binds DLL4	Protein1292	Complex823	
BiochemicalReaction592	NOTCH1 binds JAG1	Complex812	Complex824	
BiochemicalReaction592	NOTCH1 binds JAG1	Protein1293	Complex824	
BiochemicalReaction593	NOTCH1 binds JAG2	Complex812	Complex825	
BiochemicalReaction593	NOTCH1 binds JAG2	Protein1294	Complex825	
BiochemicalReaction594	Ubiquitination of DLL/JAG ligands upon binding to NOTCH1	Complex826	Complex827	
BiochemicalReaction594	Ubiquitination of DLL/JAG ligands upon binding to NOTCH1	Protein281	Complex827	
BiochemicalReaction595	Complex of NOTCH1 with its ligand is cleaved to produce NEXT1	Complex827	Complex828	
BiochemicalReaction595	Complex of NOTCH1 with its ligand is cleaved to produce NEXT1	Complex827	Protein1302	
BiochemicalReaction596	NEXT1 is cleaved to produce NICD1	Protein1302	Protein1305	
BiochemicalReaction596	NEXT1 is cleaved to produce NICD1	Protein1302	Protein1306	
BiochemicalReaction597	NICD1 traffics to nucleus	Protein1305	Protein1208	
BiochemicalReaction598	DTX binds NOTCH1	Complex812	Complex832	
BiochemicalReaction598	DTX binds NOTCH1	Protein1307	Complex832	
BiochemicalReaction599	Contactin-1 (CNTN1) binds NOTCH1	Protein1311	Complex833	
BiochemicalReaction599	Contactin-1 (CNTN1) binds NOTCH1	Complex832	Complex833	
BiochemicalReaction6	Phospholipase C-gamma1 binds to the activated EGF receptor	Protein11	Complex6	
BiochemicalReaction6	Phospholipase C-gamma1 binds to the activated EGF receptor	Complex4	Complex6	
BiochemicalReaction60	PIP3 recruits PDPK1 to the membrane	Protein194	Complex138	
BiochemicalReaction60	PIP3 recruits PDPK1 to the membrane	SmallMolecule19	Complex138	
BiochemicalReaction600	Cleavage of CNTN1:NOTCH1 complex releases NICD1	Complex833	Complex834	
BiochemicalReaction601	NOTCH1 binds DNER	Protein1312	Complex835	
BiochemicalReaction601	NOTCH1 binds DNER	Complex832	Complex835	
BiochemicalReaction602	Cleavage of DNER:NOTCH1 complex releases NICD1	Complex835	Complex834	
BiochemicalReaction603	DTX recruits beta-arrestin (ARRB) to NOTCH	Protein1313	Complex836	
BiochemicalReaction603	DTX recruits beta-arrestin (ARRB) to NOTCH	Complex832	Complex836	
BiochemicalReaction604	ARRB mediates NOTCH1 ubiquitination	Protein281	Complex837	
BiochemicalReaction604	ARRB mediates NOTCH1 ubiquitination	Complex836	Complex837	
BiochemicalReaction605	ITCH binds DTX	Protein950	Complex838	
BiochemicalReaction605	ITCH binds DTX	Protein1307	Complex838	
BiochemicalReaction606	ITCH ubiquitinates DTX	Protein281	Complex839	
BiochemicalReaction606	ITCH ubiquitinates DTX	Complex838	Complex839	
BiochemicalReaction607	NOTCH1 binds DLL/JAG ligand in cis	Complex812	Complex840	
BiochemicalReaction607	NOTCH1 binds DLL/JAG ligand in cis	Protein1300	Complex840	
BiochemicalReaction608	NOTCH1 binds DLK1	Complex812	Complex841	
BiochemicalReaction608	NOTCH1 binds DLK1	Protein1316	Complex841	
BiochemicalReaction609	NOTCH1 associates with negative regulators NUMB and ITCH	Complex812	Complex842	
BiochemicalReaction609	NOTCH1 associates with negative regulators NUMB and ITCH	Protein950	Complex842	
BiochemicalReaction609	NOTCH1 associates with negative regulators NUMB and ITCH	Protein1317	Complex842	
BiochemicalReaction61	TORC2 (mTOR) phosphorylates AKT at S473	SmallMolecule2	SmallMolecule3	
BiochemicalReaction61	TORC2 (mTOR) phosphorylates AKT at S473	Complex137	SmallMolecule3	
BiochemicalReaction61	TORC2 (mTOR) phosphorylates AKT at S473	Complex137	Complex139	
BiochemicalReaction61	TORC2 (mTOR) phosphorylates AKT at S473	SmallMolecule2	Complex139	
BiochemicalReaction610	Ubiquitination of NOTCH1 by ITCH in the absence of ligand	Protein281	Complex843	
BiochemicalReaction610	Ubiquitination of NOTCH1 by ITCH in the absence of ligand	Complex842	Complex843	
BiochemicalReaction611	NICD1 displaces co-repressor complex from RBPJ (CSL)	Protein1208	Complex846	
BiochemicalReaction611	NICD1 displaces co-repressor complex from RBPJ (CSL)	Complex845	Complex846	
BiochemicalReaction611	NICD1 displaces co-repressor complex from RBPJ (CSL)	Complex845	Complex753	
BiochemicalReaction611	NICD1 displaces co-repressor complex from RBPJ (CSL)	Protein1208	Complex753	
BiochemicalReaction612	NICD1 in complex with RBPJ (CSL) recruits MAML	Protein1205	Complex752	
BiochemicalReaction612	NICD1 in complex with RBPJ (CSL) recruits MAML	Protein1200	Complex752	
BiochemicalReaction612	NICD1 in complex with RBPJ (CSL) recruits MAML	Complex753	Complex752	
BiochemicalReaction612	NICD1 in complex with RBPJ (CSL) recruits MAML	Protein1199	Complex752	
BiochemicalReaction612	NICD1 in complex with RBPJ (CSL) recruits MAML	Protein1195	Complex752	
BiochemicalReaction613	NOTCH1 Coactivator Complex binds HES1 promoter	Dna14	Complex847	
BiochemicalReaction613	NOTCH1 Coactivator Complex binds HES1 promoter	Complex752	Complex847	
BiochemicalReaction614	NOTCH1 stimulates HES1 transcription	Dna14	Protein1331	
BiochemicalReaction615	HES1 binds TLE	Protein1332	Complex848	
BiochemicalReaction615	HES1 binds TLE	Protein1331	Complex848	
BiochemicalReaction616	NOTCH1 Coactivator Complex binds MYC promoter	Dna3	Complex849	
BiochemicalReaction616	NOTCH1 Coactivator Complex binds MYC promoter	Complex752	Complex849	
BiochemicalReaction617	NOTCH1 stimulates MYC transcription	Dna3	Protein1174	
BiochemicalReaction618	NOTCH1 Coactivator Complex binds HES5 promoter	Dna15	Complex850	
BiochemicalReaction618	NOTCH1 Coactivator Complex binds HES5 promoter	Complex752	Complex850	
BiochemicalReaction619	NOTCH1 stimulates HES5 transcription	Dna15	Protein1337	
BiochemicalReaction62	AKT binds PDPK1	Complex138	Complex142	
BiochemicalReaction62	AKT binds PDPK1	Complex139	Complex142	
BiochemicalReaction620	NOTCH1 Coactivator Complex binds promoters of HEY genes	Dna16	Complex851	
BiochemicalReaction620	NOTCH1 Coactivator Complex binds promoters of HEY genes	Complex752	Complex851	
BiochemicalReaction621	NOTCH1 stimulates HEY transcription	Dna16	Protein1338	
BiochemicalReaction622	MAML in complex with NICD1 recruits CDK8	Complex723	Complex852	
BiochemicalReaction622	MAML in complex with NICD1 recruits CDK8	Complex752	Complex852	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Protein1205	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Protein1205	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Protein1200	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Protein1200	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Protein1342	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Protein1342	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	SmallMolecule14	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	SmallMolecule14	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Protein1199	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Protein1199	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Protein1195	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Protein1195	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Complex723	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Complex723	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	Complex852	Complex853	
BiochemicalReaction623	NICD1 is phosphorylated by CDK8	SmallMolecule13	Complex853	
BiochemicalReaction624	Phosphorylated NICD1 binds FBXW7	Protein1342	Complex855	
BiochemicalReaction624	Phosphorylated NICD1 binds FBXW7	Complex854	Complex855	
BiochemicalReaction625	Ubiquitination of NICD1 by FBWX7	Protein542	Complex856	
BiochemicalReaction625	Ubiquitination of NICD1 by FBWX7	Complex855	Complex856	
BiochemicalReaction625	Ubiquitination of NICD1 by FBWX7	Complex855	Complex854	
BiochemicalReaction625	Ubiquitination of NICD1 by FBWX7	Protein542	Complex854	
BiochemicalReaction626	NICD1 binds HIF1A	Protein1208	Complex857	
BiochemicalReaction626	NICD1 binds HIF1A	Protein1349	Complex857	
BiochemicalReaction627	DLL1 binds NOTCH2	Protein1291	Complex859	
BiochemicalReaction627	DLL1 binds NOTCH2	Complex858	Complex859	
BiochemicalReaction628	JAG1 binds NOTCH2	Protein1293	Complex860	
BiochemicalReaction628	JAG1 binds NOTCH2	Complex858	Complex860	
BiochemicalReaction629	JAG2 binds NOTCH2	Protein1294	Complex861	
BiochemicalReaction629	JAG2 binds NOTCH2	Complex813	Complex861	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	Complex142	Complex138	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	SmallMolecule2	Complex138	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	SmallMolecule2	SmallMolecule3	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	Complex142	SmallMolecule3	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	SmallMolecule2	Protein207	
BiochemicalReaction63	PDPK1 phosphorylates AKT at T308	Complex142	Protein207	
BiochemicalReaction630	DLL4 binds NOTCH2	Protein1292	Complex862	
BiochemicalReaction630	DLL4 binds NOTCH2	Complex813	Complex862	
BiochemicalReaction631	Ubiquitination of DLL/JAG ligands upon binding to NOTCH2	Complex863	Complex864	
BiochemicalReaction631	Ubiquitination of DLL/JAG ligands upon binding to NOTCH2	Protein281	Complex864	
BiochemicalReaction632	NOTCH2-ligand complex is cleaved to produce NEXT2	Complex864	Protein1350	
BiochemicalReaction632	NOTCH2-ligand complex is cleaved to produce NEXT2	Complex864	Complex865	
BiochemicalReaction633	NEXT2 is cleaved to produce NICD2	Protein1350	Protein1352	
BiochemicalReaction633	NEXT2 is cleaved to produce NICD2	Protein1350	Protein1353	
BiochemicalReaction634	NICD2 traffics to the nucleus	Protein1353	Protein1354	
BiochemicalReaction635	NOTCH2 binds CNTN1	Protein1311	Complex867	
BiochemicalReaction635	NOTCH2 binds CNTN1	Complex813	Complex867	
BiochemicalReaction636	Gamma-secretase cleaves CNTN1:NOTCH2 to release NICD2	Complex867	Protein1353	
BiochemicalReaction637	NOTCH2 binds MDK	Complex868	Complex869	
BiochemicalReaction637	NOTCH2 binds MDK	Complex813	Complex869	
BiochemicalReaction638	NICD2 binds RBPJ and MAML in the nucleus	Protein1209	Complex870	
BiochemicalReaction638	NICD2 binds RBPJ and MAML in the nucleus	Protein1200	Complex870	
BiochemicalReaction638	NICD2 binds RBPJ and MAML in the nucleus	Protein1354	Complex870	
BiochemicalReaction639	NOTCH2 coactivator complex binds HES1 promoter	Complex870	Complex871	
BiochemicalReaction639	NOTCH2 coactivator complex binds HES1 promoter	Dna14	Complex871	
BiochemicalReaction64	AKT phosphorylates BAD	SmallMolecule2	SmallMolecule3	
BiochemicalReaction64	AKT phosphorylates BAD	Protein211	SmallMolecule3	
BiochemicalReaction64	AKT phosphorylates BAD	Protein211	Protein212	
BiochemicalReaction64	AKT phosphorylates BAD	SmallMolecule2	Protein212	
BiochemicalReaction640	NOTCH2 stimulates HES1 transcription	Dna14	Protein1331	
BiochemicalReaction641	NOTCH2 coactivator complex binds HES5 promoter	Complex870	Complex872	
BiochemicalReaction641	NOTCH2 coactivator complex binds HES5 promoter	Dna15	Complex872	
BiochemicalReaction642	NOTCH2 stimulates transcription of HES5	Dna15	Protein1337	
BiochemicalReaction643	NOTCH2 coactivator complex binds FCER2 promoter	Complex870	Complex873	
BiochemicalReaction643	NOTCH2 coactivator complex binds FCER2 promoter	Dna20	Complex873	
BiochemicalReaction644	NOTCH2 stimulates transcription of FCER2 (CD23A)	Dna20	Protein1356	
BiochemicalReaction645	NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter	Complex870	Complex874	
BiochemicalReaction645	NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter	Protein48	Complex874	
BiochemicalReaction645	NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter	Protein1199	Complex874	
BiochemicalReaction645	NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter	Dna21	Complex874	
BiochemicalReaction646	NOTCH2 stimulates GZMB transcription	Dna21	Protein1357	
BiochemicalReaction647	Notch 3 heterodimer binds with a Notch ligand in the extracellular space	Complex814	Complex875	
BiochemicalReaction647	Notch 3 heterodimer binds with a Notch ligand in the extracellular space	Protein1300	Complex875	
BiochemicalReaction648	Notch 3-ligand complex is cleaved to produce NEXT3	Complex875	Protein1358	
BiochemicalReaction648	Notch 3-ligand complex is cleaved to produce NEXT3	Complex875	Complex876	
BiochemicalReaction649	NEXT3 is cleaved to produce NICD3	Protein1358	Protein1360	
BiochemicalReaction649	NEXT3 is cleaved to produce NICD3	Protein1358	Protein1361	
BiochemicalReaction65	AKT phosphorylates GSK3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction65	AKT phosphorylates GSK3	Protein213	SmallMolecule3	
BiochemicalReaction65	AKT phosphorylates GSK3	Protein213	Protein216	
